chr-gene-id	gene length (bp)	number HetSNPs	HetSNPs rates
chr02-40302925-40303838	914	1	0.0010940919037199124
chr02-40310091-40311008	918	4	0.004357298474945534
chr02-40317028-40318157	1130	1	0.0008849557522123894
chr02-40322331-40323822	1492	9	0.006032171581769437
chr02-40326096-40327951	1856	8	0.004310344827586207
chr02-40335014-40336822	1809	9	0.004975124378109453
chr02-40340836-40344246	3411	24	0.007036059806508356
chr02-40350956-40355097	4142	10	0.0024142926122646064
chr02-40355071-40359589	4519	17	0.003761894224385926
chr02-40360666-40367327	6662	13	0.0019513659561693185
chr02-40367895-40373854	5960	22	0.003691275167785235
chr02-40376742-40382772	6031	34	0.005637539379870668
chr02-40382733-40383846	1114	3	0.0026929982046678637
chr02-40384259-40389968	5710	18	0.0031523642732049035
chr02-40391576-40395826	4251	17	0.0039990590449306045
chr02-40408667-40412018	3352	8	0.002386634844868735
chr02-40415490-40420701	5212	16	0.0030698388334612432
chr02-40423056-40425187	2132	12	0.005628517823639775
chr02-40429697-40435893	6197	19	0.003065999677263192
chr02-40437297-40439714	2418	6	0.0024813895781637717
chr02-40440031-40440609	579	4	0.0069084628670120895
chr02-40440821-40445292	4472	16	0.0035778175313059034
chr02-40448666-40452119	3454	14	0.004053271569195136
chr02-40456984-40457795	812	2	0.0024630541871921183
chr02-40458552-40463118	4567	6	0.0013137727173199037
chr02-40464923-40469853	4931	23	0.00466436828229568
chr02-40471945-40474925	2981	16	0.005367326400536733
chr02-40477161-40482316	5156	18	0.0034910783553141972
chr02-40516838-40522346	5509	24	0.00435650753312761
chr02-40531173-40533488	2316	6	0.0025906735751295338
chr02-40566426-40571820	5395	35	0.006487488415199258
chr02-40574455-40577688	3234	5	0.0015460729746444033
chr02-40578127-40582897	4771	34	0.0071263885977782436
chr02-40587295-40588476	1182	2	0.001692047377326565
chr02-40596954-40600737	3784	12	0.003171247357293869
chr02-40615626-40618138	2513	16	0.006366892160764027
chr02-40619627-40622105	2479	12	0.004840661557079467
chr02-40637281-40639292	2012	9	0.0044731610337972166
chr02-40642131-40644951	2821	12	0.004253810705423609
chr02-40645050-40652566	7517	29	0.003857922043368365
chr02-40652727-40660452	7726	26	0.003365260160497023
chr02-40660904-40662933	2030	14	0.006896551724137931
chr02-40664408-40670536	6129	15	0.0024473813020068525
chr02-40672230-40675440	3211	10	0.003114294612270321
chr02-40680000-40682267	2268	14	0.006172839506172839
chr02-40687255-40690825	3571	13	0.0036404368524222907
chr02-40695662-40700897	5236	19	0.003628724216959511
chr02-40701030-40701923	894	10	0.011185682326621925
chr02-40703900-40705674	1775	8	0.004507042253521127
chr02-40707216-40709379	2164	13	0.006007393715341959
chr02-40710164-40713856	3693	10	0.0027078256160303275
chr02-40714533-40716305	1773	14	0.007896221094190638
chr02-40718631-40720765	2135	13	0.006088992974238876
chr02-40724333-40744342	20010	48	0.0023988005997001498
chr02-40744859-40747244	2386	22	0.009220452640402346
chr02-40756184-40758351	2168	7	0.0032287822878228783
chr02-40759803-40763499	3697	18	0.004868812550716798
chr02-40772199-40774303	2105	11	0.005225653206650831
chr02-40785080-40787653	2574	6	0.002331002331002331
chr02-40796964-40802242	5279	22	0.004167455957567721
chr02-40807174-40809303	2130	12	0.005633802816901409
chr02-40817511-40819675	2165	10	0.004618937644341801
chr02-40819730-40822648	2919	21	0.007194244604316547
chr02-40824691-40826509	1819	11	0.006047278724573941
chr02-40826831-40831189	4359	21	0.004817618719889883
chr02-40832628-40834045	1418	12	0.00846262341325811
chr02-40835758-40838596	2839	18	0.0063402606551602675
chr02-40843765-40845741	1977	16	0.008093070308548306
chr02-40846958-40853967	7010	40	0.005706134094151213
chr02-40855171-40864531	9361	29	0.00309795961969875
chr02-40864594-40866315	1722	7	0.0040650406504065045
chr02-40899781-40903331	3551	12	0.0033793297662630243
chr02-40904714-40908373	3660	18	0.004918032786885246
chr02-40908741-40909076	336	1	0.002976190476190476
chr02-40909922-40911822	1901	10	0.0052603892688058915
chr02-40920741-40922807	2067	12	0.005805515239477504
chr02-40938048-40941139	3092	22	0.0071151358344113845
chr02-40942687-40948210	5524	37	0.006698044895003621
chr02-40955963-40959413	3451	25	0.007244277021153289
chr02-40959318-40961532	2215	5	0.002257336343115124
chr02-40962811-40971228	8418	27	0.0032074126870990736
chr02-40973521-40975212	1692	8	0.004728132387706856
chr02-40990184-40991849	1666	6	0.003601440576230492
chr02-40997190-41000629	3440	17	0.004941860465116279
chr02-41000637-41004461	3825	24	0.006274509803921568
chr02-41004852-41005255	404	0	0.0
chr02-41005143-41009281	4139	16	0.003865668035757429
chr02-41009382-41010632	1251	12	0.009592326139088728
chr02-41015417-41019112	3696	21	0.005681818181818182
chr02-41019643-41023703	4061	17	0.004186161044077813
chr02-41026815-41032598	5784	21	0.0036307053941908715
chr02-41036882-41037382	501	2	0.003992015968063872
chr02-41040160-41046458	6299	27	0.004286394665819971
chr02-41067310-41070531	3222	10	0.0031036623215394167
chr02-41097791-41105134	7344	24	0.0032679738562091504
chr02-41104710-41107789	3080	10	0.003246753246753247
chr02-41120539-41122265	1727	13	0.007527504342790967
chr02-41138278-41147050	8773	45	0.005129374216345605
chr02-41153049-41154421	1373	6	0.004369992716678805
chr02-41154982-41155804	823	0	0.0
chr02-41158820-41163171	4352	27	0.0062040441176470585
chr02-41163399-41165750	2352	7	0.002976190476190476
chr02-41166621-41168940	2320	3	0.001293103448275862
chr02-41170188-41171593	1406	8	0.005689900426742532
chr02-41172855-41177532	4678	4	0.0008550662676357417
chr02-41184782-41186195	1414	5	0.003536067892503536
chr02-41188339-41189774	1436	6	0.004178272980501393
chr02-41203616-41205941	2326	22	0.009458297506448839
chr02-41207651-41216493	8843	50	0.005654189754608165
chr02-41216373-41233735	17363	64	0.0036859989633127917
chr02-41236344-41239751	3408	16	0.004694835680751174
chr02-41240499-41240877	379	3	0.0079155672823219
chr02-41240949-41242761	1813	8	0.00441257584114727
chr02-41243525-41244197	673	2	0.0029717682020802376
chr02-41244226-41245633	1408	7	0.004971590909090909
chr02-41247298-41248044	747	0	0.0
chr02-41248417-41251211	2795	0	0.0
chr02-41254590-41262056	7467	35	0.004687290745948842
chr02-41262436-41263688	1253	3	0.0023942537909018356
chr02-41263752-41264063	312	4	0.01282051282051282
chr02-41265738-41266124	387	11	0.028423772609819122
chr02-41269143-41272658	3516	46	0.013083048919226393
chr02-41275182-41277527	2346	17	0.007246376811594203
chr02-41281704-41284053	2350	21	0.008936170212765958
chr02-41292287-41293751	1465	4	0.0027303754266211604
chr02-41308015-41309329	1315	10	0.0076045627376425855
chr02-41318354-41319231	878	6	0.00683371298405467
chr02-41321345-41322563	1219	4	0.003281378178835111
chr02-41334748-41337979	3232	15	0.004641089108910891
chr02-41342090-41347698	5609	22	0.003922267783918702
chr02-41348942-41350245	1304	8	0.006134969325153374
chr02-41351777-41358986	7210	27	0.003744798890429958
chr02-41359111-41364140	5030	21	0.004174950298210736
chr02-41370161-41375971	5811	33	0.005678884873515746
chr02-41383466-41385158	1693	2	0.0011813349084465446
chr02-41415648-41425978	10331	34	0.0032910657245184397
chr02-41426516-41433817	7302	20	0.002738975623116954
chr02-41437132-41438290	1159	10	0.008628127696289905
chr02-41452590-41456169	3580	19	0.005307262569832402
chr02-41458757-41462067	3311	16	0.004832376925400181
chr02-41465067-41469091	4025	27	0.006708074534161491
chr02-41472409-41473008	600	4	0.006666666666666667
chr02-41474741-41475265	525	4	0.007619047619047619
chr02-41482849-41485856	3008	17	0.005651595744680851
chr02-41490304-41490867	564	3	0.005319148936170213
chr02-41496802-41506155	9354	26	0.0027795595467179817
chr02-41511446-41514439	2994	8	0.0026720106880427524
chr02-41516707-41521708	5002	27	0.005397840863654539
chr02-41525638-41527830	2193	3	0.0013679890560875513
chr02-41527878-41528911	1034	2	0.0019342359767891683
chr02-41538116-41539182	1067	5	0.004686035613870665
chr02-41539866-41545871	6006	15	0.0024975024975024975
chr02-41549850-41553190	3341	10	0.00299311583358276
chr02-41557262-41558898	1637	6	0.0036652412950519244
chr02-41572091-41582753	10663	32	0.003001031604614086
chr02-41583796-41592990	9195	49	0.005328983143012507
chr02-41593128-41593863	736	1	0.001358695652173913
chr02-41596255-41598989	2735	13	0.004753199268738574
chr02-41599500-41601531	2032	13	0.0063976377952755905
chr02-41603159-41605825	2667	25	0.009373828271466067
chr02-41625329-41629069	3741	19	0.005078855920876771
chr02-41635407-41635970	564	5	0.008865248226950355
chr02-41639762-41640517	756	5	0.006613756613756613
chr02-41685864-41689841	3978	23	0.0057817998994469585
chr02-41690468-41711669	21202	79	0.00372606357890765
chr02-41716275-41719341	3067	53	0.01728073035539615
chr02-41722140-41724055	1916	15	0.007828810020876827
chr02-41727367-41730397	3031	37	0.012207192345760474
chr02-41732862-41738932	6071	29	0.004776807774666447
chr02-41742519-41744787	2269	3	0.0013221683561040105
chr02-41747323-41750116	2794	52	0.018611309949892626
chr02-41765645-41768685	3041	19	0.006247944755014798
chr02-41770047-41773733	3687	37	0.010035259018171955
chr02-41778290-41784107	5818	32	0.005500171880371262
chr02-41796503-41798603	2101	8	0.0038077106139933364
chr02-41798824-41804643	5820	23	0.003951890034364261
chr02-41821404-41822799	1396	3	0.002148997134670487
chr02-41856571-41858323	1753	9	0.00513405590416429
chr02-41861970-41868056	6087	23	0.003778544438968293
chr02-41875167-41878608	3442	26	0.007553747821034283
chr02-41892471-41893987	1517	12	0.007910349373764008
chr02-41897011-41899450	2440	15	0.006147540983606557
chr02-41912362-41913284	923	4	0.004333694474539545
chr02-41914243-41920450	6208	26	0.004188144329896907
chr02-41920982-41925559	4578	49	0.010703363914373088
chr02-41927104-41933748	6645	34	0.005116629044394282
chr02-41938793-41941737	2945	23	0.007809847198641765
chr02-41942255-41942952	698	1	0.0014326647564469914
chr02-41943029-41946440	3412	3	0.0008792497069167644
chr02-41963674-41964709	1036	0	0.0
chr02-41964765-41970176	5412	8	0.0014781966001478197
chr02-41979027-41980063	1037	0	0.0
chr02-41981534-41986096	4563	46	0.010081087004163927
chr02-41993066-41994980	1915	22	0.011488250652741514
chr02-41999545-42002707	3163	17	0.005374644325007904
chr02-42010026-42012787	2762	6	0.002172338884866039
chr02-42014641-42017888	3248	7	0.0021551724137931034
chr02-42018218-42020181	1964	11	0.00560081466395112
chr02-42020654-42025003	4350	29	0.006666666666666667
chr02-42036367-42037640	1274	1	0.0007849293563579278
chr02-42041317-42043906	2590	12	0.004633204633204633
chr02-42045176-42047253	2078	17	0.008180943214629451
chr02-42050587-42051063	477	3	0.006289308176100629
chr02-42051768-42053497	1730	7	0.004046242774566474
chr02-42059578-42061756	2179	5	0.002294630564479119
chr02-42063058-42068745	5688	13	0.0022855133614627285
chr02-42069127-42071447	2321	7	0.003015941404566997
chr02-42071527-42078048	6522	11	0.0016865992026985587
chr02-42084324-42084701	378	0	0.0
chr02-42087455-42088877	1423	3	0.0021082220660576245
chr02-42096032-42097933	1902	4	0.002103049421661409
chr02-42102422-42107336	4915	8	0.0016276703967446592
chr02-42112878-42113525	648	2	0.0030864197530864196
chr02-42116752-42121206	4455	1	0.0002244668911335578
chr02-42122608-42127037	4430	5	0.001128668171557562
chr02-42127205-42127600	396	0	0.0
chr02-42128627-42130319	1693	6	0.0035440047253396337
chr02-42130991-42138208	7218	8	0.0011083402604599613
chr02-42137718-42138291	574	0	0.0
chr02-42142391-42143773	1383	3	0.0021691973969631237
chr02-42146251-42180878	34628	64	0.0018482153170844404
chr02-42185221-42191350	6130	11	0.0017944535073409463
chr02-42191723-42192501	779	2	0.0025673940949935813
chr02-42199458-42205568	6111	32	0.005236458844706267
chr02-42205628-42206342	715	1	0.0013986013986013986
chr02-42209083-42213668	4586	13	0.0028347143480157
chr02-42217692-42220724	3033	12	0.003956478733926805
chr02-42223483-42223937	455	2	0.004395604395604396
chr02-42223845-42227189	3345	12	0.003587443946188341
chr02-42227532-42228221	690	2	0.002898550724637681
chr02-42232906-42234635	1730	7	0.004046242774566474
chr02-42234922-42238731	3810	14	0.003674540682414698
chr02-42239541-42242629	3089	12	0.0038847523470378763
chr02-42243469-42246613	3145	14	0.004451510333863275
chr02-42254053-42255063	1011	3	0.002967359050445104
chr02-42259761-42264579	4819	18	0.003735214774849554
chr02-42278930-42288971	10042	38	0.003784106751643099
chr02-42289125-42289802	678	3	0.004424778761061947
chr02-42294999-42299462	4464	13	0.0029121863799283156
chr02-42303692-42310400	6709	22	0.00327917722462364
chr02-42330164-42335865	5702	23	0.004033672395650649
chr02-42335651-42337501	1851	4	0.0021609940572663426
chr02-42338731-42340988	2258	21	0.009300265721877768
chr02-42342270-42346159	3890	22	0.005655526992287918
chr02-42354853-42358568	3716	37	0.009956942949407965
chr02-42360089-42361619	1531	15	0.009797517962116264
chr02-42374182-42376182	2001	7	0.0034982508745627187
chr02-42387214-42387849	636	2	0.0031446540880503146
chr02-42398559-42400900	2342	10	0.004269854824935952
chr02-42428074-42429093	1020	9	0.008823529411764706
chr02-42441631-42444344	2714	10	0.0036845983787767134
chr02-42444917-42449701	4785	15	0.003134796238244514
chr02-42451984-42459039	7056	38	0.005385487528344671
chr02-42459275-42469005	9731	27	0.0027746377556263488
chr02-42472674-42477354	4681	20	0.004272591326639607
chr02-42478265-42480585	2321	18	0.007755277897457992
chr02-42481183-42487199	6017	35	0.005816852251952801
chr02-42490666-42493177	2512	11	0.004378980891719745
chr02-42495734-42499502	3769	13	0.00344919076678164
chr02-42502221-42503808	1588	18	0.011335012594458438
chr02-42509617-42511630	2014	25	0.012413108242303872
chr02-42514632-42517799	3168	28	0.008838383838383838
chr02-42518346-42521703	3358	13	0.003871351995235259
chr02-42523383-42525424	2042	13	0.006366307541625857
chr02-42533502-42535471	1970	15	0.007614213197969543
chr02-42536074-42538159	2086	14	0.006711409395973154
chr02-42552105-42555355	3251	22	0.00676714856967087
chr02-42566929-42569640	2712	24	0.008849557522123894
chr02-42570807-42573143	2337	13	0.005562687205819427
chr02-42578674-42580739	2066	13	0.0062923523717328175
chr02-42580895-42581983	1089	5	0.004591368227731864
chr02-42582655-42588209	5555	52	0.00936093609360936
chr02-42589571-42590216	646	6	0.009287925696594427
chr02-42595708-42596369	662	13	0.019637462235649546
chr02-42598248-42598791	544	6	0.011029411764705883
chr02-42600508-42603116	2609	14	0.005366040628593331
chr02-42610836-42614148	3313	12	0.003622094778146695
chr02-42621907-42624125	2219	11	0.004957187922487607
chr02-42624620-42629490	4871	16	0.003284746458632724
chr02-42632148-42634833	2686	14	0.0052122114668652275
chr02-42634526-42638735	4210	16	0.003800475059382423
chr02-42639007-42640077	1071	3	0.0028011204481792717
chr02-42640594-42642330	1737	16	0.009211283822682787
chr02-42663820-42664536	717	4	0.005578800557880056
chr02-42675803-42676892	1090	1	0.0009174311926605505
chr02-42676108-42678954	2847	11	0.003863716192483316
chr02-42685250-42685932	683	2	0.0029282576866764276
chr02-42688427-42694153	5727	33	0.005762179151388162
chr02-42699053-42699900	848	2	0.0023584905660377358
chr02-42712571-42714139	1569	9	0.0057361376673040155
chr02-42719285-42720866	1582	12	0.007585335018963337
chr02-42720983-42726243	5261	36	0.006842805550275613
chr02-42730311-42737385	7075	17	0.002402826855123675
chr02-42737524-42753892	16369	46	0.0028101899932799807
chr02-42757835-42764901	7067	26	0.003679071741898967
chr02-42764355-42765415	1061	4	0.003770028275212064
chr02-42765780-42766875	1096	3	0.002737226277372263
chr02-42771871-42783575	11705	34	0.00290474156343443
chr02-42787246-42793706	6461	19	0.0029407212505804057
chr02-42798132-42800770	2639	7	0.002652519893899204
chr02-42800347-42807183	6837	42	0.00614304519526108
chr02-42808818-42814330	5513	19	0.003446399419553782
chr02-42815618-42818285	2668	14	0.005247376311844078
chr02-42821932-42824107	2176	18	0.008272058823529412
chr02-42824619-42847589	22971	65	0.0028296547821165816
chr02-42853453-42855133	1681	6	0.003569303985722784
chr02-42864903-42867435	2533	5	0.0019739439399921043
chr02-42873100-42876225	3126	16	0.005118362124120281
chr02-42877311-42882659	5349	12	0.002243409983174425
chr02-42882979-42887686	4708	26	0.0055225148683092605
chr02-42895141-42899250	4110	18	0.004379562043795621
chr02-42906039-42907148	1110	11	0.00990990990990991
chr02-42917421-42926815	9395	36	0.0038318254390633318
chr02-42927316-42928718	1403	4	0.002851033499643621
chr02-42930831-42934037	3207	14	0.004365450576863112
chr02-42956453-42958911	2459	15	0.0061000406669377795
chr02-42961228-42962001	774	9	0.011627906976744186
chr02-42965737-42968371	2635	6	0.0022770398481973433
chr02-42968069-42972369	4301	12	0.0027900488258544524
chr02-42974409-42979480	5072	10	0.001971608832807571
chr02-42979874-42983339	3466	17	0.0049047893825735715
chr02-42985269-42988446	3178	30	0.009439899307740718
chr02-42989140-42989942	803	0	0.0
chr02-42995798-42998869	3072	22	0.007161458333333333
chr02-43000891-43001556	666	2	0.003003003003003003
chr02-43002285-43002844	560	5	0.008928571428571428
chr02-43003656-43009052	5397	22	0.0040763387066889015
chr02-43011807-43013911	2105	11	0.005225653206650831
chr02-43017317-43022555	5239	29	0.005535407520519183
chr02-43040584-43045872	5289	13	0.0024579315560597464
chr02-43053201-43055134	1934	7	0.0036194415718717684
chr02-43063636-43064612	977	2	0.0020470829068577278
chr02-43065123-43068234	3112	5	0.0016066838046272494
chr02-43070864-43074147	3284	7	0.002131546894031669
chr02-43077613-43082750	5138	19	0.0036979369404437526
chr02-43091415-43095356	3942	16	0.004058853373921867
chr02-43098035-43105945	7911	36	0.004550625711035267
chr02-43107606-43108990	1385	6	0.004332129963898917
chr02-43113907-43117851	3945	34	0.00861850443599493
chr02-43119903-43121865	1963	10	0.005094243504839531
chr02-43123944-43127256	3313	37	0.011168125565952309
chr02-43128360-43131013	2654	14	0.0052750565184626974
chr02-43132096-43133933	1838	12	0.006528835690968444
chr02-43135438-43136259	822	3	0.0036496350364963502
chr02-43149124-43154931	5808	22	0.003787878787878788
chr02-43158897-43161686	2790	17	0.0060931899641577065
chr02-43162465-43166436	3972	20	0.005035246727089627
chr02-43167398-43174220	6823	53	0.0077678440568664815
chr02-43174916-43184825	9910	79	0.007971745711402623
chr02-43175952-43177628	1677	9	0.005366726296958855
chr02-43186555-43189417	2863	12	0.0041914076143905
chr02-43191279-43192929	1651	10	0.0060569351907934586
chr02-43194939-43195669	731	5	0.006839945280437756
chr02-43203773-43206301	2529	19	0.007512850929221036
chr02-43206981-43223869	16889	78	0.004618390668482444
chr02-43224401-43229597	5197	59	0.011352703482778526
chr02-43235195-43239716	4522	43	0.00950906678460858
chr02-43241441-43242823	1383	14	0.01012292118582791
chr02-43244009-43245992	1984	19	0.009576612903225807
chr02-43246472-43249114	2643	11	0.004161937192584185
chr02-43255247-43260552	5306	18	0.003392385978137957
chr02-43262483-43264169	1687	11	0.006520450503852994
chr02-43269276-43270584	1309	3	0.002291825821237586
chr02-43276708-43284142	7435	31	0.004169468728984532
chr02-43284722-43285121	400	3	0.0075
chr02-43285237-43288667	3431	18	0.0052462838822500725
chr02-43289025-43289776	752	2	0.0026595744680851063
chr02-43292839-43297114	4276	14	0.003274087932647334
chr02-43301911-43302717	807	3	0.0037174721189591076
chr02-43304274-43304661	388	3	0.007731958762886598
chr02-43319804-43324088	4285	22	0.005134189031505251
chr02-43325590-43334406	8817	31	0.0035159351253260746
chr02-43334497-43334886	390	3	0.007692307692307693
chr02-43334917-43337866	2950	7	0.0023728813559322033
chr02-43338908-43344421	5514	24	0.004352557127312296
chr02-43339509-43340798	1290	5	0.003875968992248062
chr02-43348160-43352625	4466	26	0.005821764442454098
chr02-43366533-43367375	843	5	0.005931198102016607
chr02-43367680-43371435	3756	20	0.005324813631522897
chr02-43373923-43379373	5451	26	0.004769767015226564
chr02-43380998-43382386	1389	13	0.009359251259899209
chr02-43382446-43385671	3226	14	0.0043397396156230625
chr02-43387597-43392850	5254	44	0.008374571754853444
chr02-43402724-43406118	3395	3	0.0008836524300441826
chr02-43416363-43421522	5160	29	0.00562015503875969
chr02-43423588-43428757	5170	18	0.003481624758220503
chr02-43429204-43430503	1300	5	0.0038461538461538464
chr02-43435753-43438373	2621	23	0.00877527661198016
chr02-43442631-43443269	639	1	0.001564945226917058
chr02-43443640-43444530	891	6	0.006734006734006734
chr02-43445726-43450162	4437	23	0.005183682668469687
chr02-43451715-43454590	2876	15	0.00521557719054242
chr02-43457384-43463366	5983	16	0.002674243690456293
chr02-43464167-43469981	5815	19	0.0032674118658641443
chr02-43475518-43476798	1281	3	0.00234192037470726
chr02-43479397-43488912	9516	34	0.003572929802437999
chr02-43489485-43496319	6835	18	0.0026335040234089246
chr02-43497269-43511616	14348	69	0.004809032617786451
chr02-43517291-43518642	1352	8	0.005917159763313609
chr02-43519803-43524691	4889	25	0.005113520147269381
chr02-43531475-43535576	4102	21	0.005119453924914676
chr02-43539070-43543186	4117	25	0.006072382803011902
chr02-43555154-43559490	4337	25	0.005764353239566521
chr02-43560169-43566720	6552	9	0.0013736263736263737
chr02-43570522-43573412	2891	10	0.0034590107229332413
chr02-43589580-43591966	2387	11	0.004608294930875576
chr02-43606058-43607829	1772	5	0.0028216704288939053
chr02-43617088-43619114	2027	7	0.003453379378391712
chr02-43618764-43622337	3574	20	0.005595970900951315
chr02-43623643-43625835	2193	7	0.0031919744642042863
chr02-43635049-43639804	4756	21	0.004415475189234651
chr02-43645506-43654059	8554	28	0.0032733224222585926
chr02-43659335-43661667	2333	5	0.0021431633090441492
chr02-43664254-43671480	7227	22	0.0030441400304414
chr02-43675014-43678538	3525	20	0.005673758865248227
chr02-43681868-43684606	2739	22	0.008032128514056224
chr02-43687938-43689334	1397	7	0.005010737294201861
chr02-43690509-43690958	450	0	0.0
chr02-43693045-43693485	441	8	0.018140589569160998
chr02-43704278-43710104	5827	23	0.00394714261197872
chr02-43711583-43718240	6658	23	0.0034544908380895164
chr02-43723770-43726883	3114	16	0.005138086062941554
chr02-43729364-43739094	9731	37	0.0038022813688212928
chr02-43743467-43744096	630	1	0.0015873015873015873
chr02-43749723-43751781	2059	12	0.005828071879553181
chr02-43763413-43767369	3957	17	0.00429618397776093
chr02-43767512-43771720	4209	57	0.0135424091233072
chr02-43773506-43776257	2752	21	0.007630813953488372
chr02-43777849-43779405	1557	13	0.008349389852280027
chr02-43784004-43784333	330	1	0.0030303030303030303
chr02-43786029-43790183	4155	15	0.0036101083032490976
chr02-43794845-43797820	2976	6	0.0020161290322580645
chr02-43795043-43795727	685	1	0.00145985401459854
chr02-43805984-43813543	7560	14	0.001851851851851852
chr02-43830871-43832354	1484	12	0.008086253369272238
chr02-43841087-43843202	2116	12	0.005671077504725898
chr02-43862525-43864226	1702	11	0.006462984723854289
chr02-43872236-43875189	2954	7	0.002369668246445498
chr02-43875467-43877676	2210	9	0.004072398190045249
chr02-43877765-43880011	2247	12	0.0053404539385847796
chr02-43880523-43883092	2570	16	0.0062256809338521405
chr02-43888523-43889998	1476	8	0.005420054200542005
chr02-43890980-43893658	2679	13	0.0048525569242254575
chr02-43893997-43896850	2854	8	0.002803083391730904
chr02-43900009-43906377	6369	23	0.003611241953210865
chr02-43908910-43913559	4650	17	0.0036559139784946237
chr02-43916409-43917468	1060	7	0.006603773584905661
chr02-43917973-43921099	3127	14	0.004477134633834346
chr02-43924785-43932990	8206	28	0.003412137460394833
chr02-43949322-43956932	7611	36	0.004729996058336618
chr02-43956992-43957309	318	0	0.0
chr02-43957816-43958636	821	3	0.0036540803897685747
chr02-43958711-43959108	398	1	0.002512562814070352
chr02-43959153-43960591	1439	8	0.005559416261292564
chr02-43960619-43961534	916	6	0.006550218340611353
chr02-43961792-43963928	2137	4	0.0018717828731867104
chr02-43967954-43970472	2519	9	0.003572846367606193
chr02-43970156-43971788	1633	8	0.004898958971218616
chr02-43976030-43981366	5337	13	0.0024358253700580853
chr02-43981693-43982683	991	3	0.0030272452068617556
chr02-43983883-44000557	16675	111	0.006656671664167916
chr02-44004507-44005715	1209	6	0.004962779156327543
chr02-44005756-44009403	3648	36	0.009868421052631578
chr02-44010999-44011922	924	4	0.004329004329004329
chr02-44012878-44016828	3951	17	0.004302708175145533
chr02-44020097-44020468	372	1	0.002688172043010753
chr02-44020890-44023116	2227	14	0.006286484059272564
chr02-44026296-44030547	4252	20	0.004703668861712135
chr02-44037208-44038737	1530	0	0.0
chr02-44042917-44043204	288	0	0.0
chr02-44051158-44053078	1921	14	0.007287870900572618
chr02-44053316-44054833	1518	14	0.00922266139657444
chr02-44055810-44057135	1326	10	0.007541478129713424
chr02-44067087-44069812	2726	7	0.0025678650036683784
chr02-44071949-44074371	2423	18	0.007428807263722658
chr02-44075822-44078402	2581	20	0.0077489345215032935
chr02-44078483-44083001	4519	14	0.003098030537729586
chr02-44090746-44092084	1339	6	0.004480955937266617
chr02-44093402-44095795	2394	11	0.004594820384294068
chr02-44101394-44104944	3551	14	0.003942551393973529
chr02-44107437-44108747	1311	5	0.0038138825324180014
chr02-44112936-44116364	3429	6	0.0017497812773403325
chr02-44116496-44118561	2066	8	0.003872216844143272
chr02-44129767-44130971	1205	4	0.0033195020746887966
chr02-44134018-44136130	2113	10	0.00473260766682442
chr02-44136811-44138234	1424	7	0.0049157303370786515
chr02-44142324-44146409	4086	18	0.004405286343612335
chr02-44149893-44158507	8615	65	0.0075449796865931515
chr02-44165899-44174944	9046	41	0.004532390006632766
chr02-44180762-44182228	1467	8	0.0054533060668029995
chr02-44183167-44186313	3147	10	0.0031776294884016524
chr02-44189087-44191123	2037	20	0.009818360333824251
chr02-44191626-44192033	408	5	0.012254901960784314
chr02-44195436-44197560	2125	9	0.0042352941176470585
chr02-44198666-44203238	4573	22	0.004810846271594139
chr02-44204815-44205669	855	5	0.005847953216374269
chr02-44205704-44208196	2493	14	0.005615724027276374
chr02-44209916-44215711	5796	25	0.004313319530710835
chr02-44221432-44225514	4083	23	0.005633112907176096
chr02-44226084-44227858	1775	11	0.006197183098591549
chr02-44229659-44231244	1586	11	0.0069356872635561164
chr02-44232431-44236202	3772	23	0.006097560975609756
chr02-44236893-44244298	7406	28	0.003780718336483932
chr02-44244538-44248592	4055	18	0.0044389642416769425
chr02-44263301-44271517	8217	24	0.0029207740051113546
chr02-44273897-44278109	4213	18	0.004272489912176596
chr02-44278103-44279228	1126	8	0.007104795737122558
chr02-44283632-44286388	2757	19	0.006891548784911135
chr02-44287134-44288722	1589	12	0.007551919446192574
chr02-44291527-44294809	3283	21	0.006396588486140725
chr02-44293968-44304993	11026	55	0.004988209686196263
chr02-44306966-44310327	3362	18	0.005353955978584176
chr02-44310477-44318037	7561	34	0.004496759687871975
chr02-44318449-44325035	6587	21	0.003188097768331562
chr02-44327324-44330237	2914	26	0.008922443376801648
chr02-44332316-44337350	5035	52	0.010327706057596822
chr02-44339688-44342930	3243	19	0.00585877274128893
chr02-44364080-44370286	6207	3	0.0004833252779120348
chr02-44371428-44374844	3417	28	0.008194322505121452
chr02-44376011-44379894	3884	31	0.007981462409886715
chr02-44382619-44386282	3664	31	0.008460698689956333
chr02-44387846-44391134	3289	26	0.007905138339920948
chr02-44394769-44396690	1922	7	0.0036420395421436005
chr02-44399157-44400300	1144	10	0.008741258741258742
chr02-44405239-44409406	4168	42	0.010076775431861805
chr02-44410322-44416559	6238	41	0.006572619429304264
chr02-44422889-44427689	4801	13	0.0027077692147469278
chr02-44432564-44436298	3735	11	0.0029451137884872825
chr02-44436346-44438164	1819	8	0.0043980208905992305
chr02-44438657-44441304	2648	15	0.0056646525679758305
chr02-44442283-44443190	908	5	0.005506607929515419
chr02-44443699-44447983	4285	21	0.004900816802800466
chr02-44451448-44455247	3800	21	0.005526315789473684
chr02-44471594-44473183	1590	10	0.006289308176100629
chr02-44474157-44479002	4846	39	0.008047874535699545
chr02-44479561-44486627	7067	51	0.007216640724494128
